"","COWcode","year","CW_Onset","Fearon and Latin (2003)","Collier and Hoeffler (2004)","Hegre and Sambanis (2006)","Random Forest","Full Logistic Regression","Combined FL + CH","Insurgency","Statistically Significant"
"26",404,2012,0,0.00841497862582057,0.00320927118662915,0.00507896861040783,0.059,2.22044604925031e-16,0.00253175263906387,0.00478224796394672,0.00238401472093601
"27",404,2013,0,0.0083701180556553,0.00330758039985308,0.00498183613650049,0.071,2.22044604925031e-16,0.00260802591922816,0.00487176586275191,0.00244242374342796
"28",404,2014,0,0.00834900396463315,0.00321123672936834,0.00501116279824599,0.06,2.22044604925031e-16,0.00253280971244787,0.00477347673334823,0.00239929967972999
"29",420,2001,0,0.00835643873815675,0.00327721114722258,0.00494256029348097,0.072,2.22044604925031e-16,0.00258749101910397,0.0048460616583969,0.00242045753265766
"30",420,2002,0,0.00832364557435638,0.00316002139419053,0.00497905373905647,0.06,2.22044604925031e-16,0.00248903111620332,0.0047087659001267,0.0023423690255563
"31",420,2003,0,0.00835283142685161,0.00328546267353708,0.00500533135971046,0.066,2.22044604925031e-16,0.00259180578475809,0.00484748197115787,0.00245517729257616
"32",420,2004,0,0.0083308653518615,0.00308958066468817,0.0050048334195584,0.056,2.22044604925031e-16,0.00243766247854767,0.00465077074269925,0.00231475915057733
"33",420,2005,0,0.00825859398795295,0.00310662210388086,0.00490734957438491,0.061,2.22044604925031e-16,0.00244690130166489,0.00465536305254966,0.00230078747288496
"34",420,2006,0,0.00835833455528172,0.00317212652019436,0.00504150049479272,0.058,2.22044604925031e-16,0.00250730903208709,0.00473688100152853,0.00237716323877731
"35",420,2007,0,0.00836912165528942,0.00322994696195492,0.0050225171846797,0.066,2.22044604925031e-16,0.00255673133806247,0.00480397154890666,0.00240604596995046
"36",420,2008,0,0.00837538406307381,0.00316895609357406,0.00503664706075418,0.057,2.22044604925031e-16,0.00249905138695398,0.0047417447583401,0.00235869980751225
"37",420,2009,0,0.00825919842232971,0.00306937971709734,0.00492995228921306,0.058,2.22044604925031e-16,0.00241847172300137,0.00462875469930676,0.00228434320211401
"38",420,2010,0,0.00827217496085017,0.00316368639234943,0.00496354618731601,0.061,2.22044604925031e-16,0.00249709038212756,0.00473888150358092,0.00237238888481534
"39",420,2011,0,0.00834046665609591,0.00316947125416382,0.00500130191609864,0.059,2.22044604925031e-16,0.00250070703638255,0.00474687617201942,0.00236503283752374
"40",420,2012,0,0.00836740512391983,0.00318550282164122,0.00500895616576486,0.06,2.22044604925031e-16,0.00251830965402355,0.00475981840294077,0.00237421275606021
"41",420,2013,0,0.00830536804182063,0.00319388369251011,0.0049309123961306,0.06,2.22044604925031e-16,0.00251255343828258,0.00473436598265632,0.00235556978030219
"42",420,2014,0,0.00836085570328863,0.00323895211225704,0.00499587740144352,0.06,2.22044604925031e-16,0.00254951597374777,0.00478147997964224,0.00240097771470254
"43",432,2001,0,0.00825253426797364,0.0030761526346005,0.00491878576355658,0.06,2.22044604925031e-16,0.00241714412755606,0.00462090166797871,0.00228155331324442
"44",432,2002,0,0.00825075861767782,0.00300270348891838,0.00488546799868239,0.061,2.22044604925031e-16,0.0023772083892328,0.00456547452595957,0.00223497389261753
"45",432,2003,0,0.00819980809766109,0.00310391064256731,0.00485814437030921,0.061,2.22044604925031e-16,0.00244320223969913,0.00465493280192562,0.00230637706652224
"46",432,2004,0,0.00829474922911963,0.0031479211367687,0.00491499850361855,0.06,2.22044604925031e-16,0.00248136217062873,0.00468920180225501,0.00232899605982102
"47",432,2005,0,0.00831633037063351,0.00314698680633069,0.00494311305132169,0.063,2.22044604925031e-16,0.00249276302423563,0.00472860016087721,0.00234706763611224
"48",432,2006,0,0.00822791525607548,0.00315342856824359,0.00487160567998481,0.065,2.22044604925031e-16,0.00247971027977408,0.00471830517162323,0.00234161899321395
"49",432,2007,0,0.00838085083378869,0.00320877317516089,0.00504107171601294,0.059,2.22044604925031e-16,0.00253267388606379,0.00477690183783263,0.0023947496885292
"50",432,2008,0,0.00838410538491193,0.00321442334825954,0.00501181636266933,0.068,2.22044604925031e-16,0.00254454091249791,0.00480896311428764,0.0023937894552317
"51",432,2009,0,0.00827115680599027,0.00315378673231469,0.00491523932179102,0.061,2.22044604925031e-16,0.00247900063161216,0.00470019068068722,0.00233407674682691
"52",432,2010,0,0.00832189752606938,0.00316301667542534,0.00497818420474264,0.058,2.22044604925031e-16,0.00249034495161541,0.00472293901323515,0.00235765775515325
"53",432,2011,0,0.00830670956375652,0.00312831181409796,0.00495085562691488,0.058,2.22044604925031e-16,0.00245954804022885,0.00468593936338996,0.00232575058367351
"54",432,2012,0,0.0082412097256464,0.00312691496814638,0.00493997646327904,0.059,2.22044604925031e-16,0.00245826289173687,0.00467138959112094,0.00233627287958904
